"facility_id","data_collection_year","lfg_collection_system_in_place","lfg_collected_mmscfd","lfg_flared_mmscfd","data_source_id","created_date","modified_date","data_source_location_id"
4568,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5838,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3938,2022,"Yes","0.1","0.1",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1468,2022,"Yes","0.08","0.08",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5831,2022,"Yes","0.16","0.16",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6403,2022,"Yes","0.19","0.19",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3191,2022,"Yes","0.1","0.1",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2806,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5307,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1126,2022,"Yes","0.112","0.112",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5205,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3820,2022,"Yes",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2639,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3503,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4265,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5217,2022,"Yes",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6399,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6536,2022,"Yes","0.576","0.576",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1030,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1053,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1251,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1626,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1822,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1921,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2803,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2302,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2599,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2715,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2885,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2897,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3084,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3127,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3129,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3131,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3530,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3806,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4144,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4246,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4328,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4456,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4477,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4492,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4873,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4906,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4924,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5380,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5419,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5534,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5832,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5836,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5949,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6315,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6392,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6402,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6410,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6436,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6460,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6510,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6642,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4307,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4266,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2514,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2509,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1926,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3511,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3335,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1517,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1696,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2195,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2694,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2863,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3232,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1275,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3533,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4293,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4346,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4469,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5562,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5921,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6485,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6362,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6432,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2094,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3455,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3454,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3081,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3334,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2239,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1752,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5002,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1466,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1745,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2104,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2108,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2122,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2151,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2164,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2268,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2379,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2409,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3158,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3926,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4272,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4615,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4822,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5308,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5662,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6135,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6277,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5940,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1131,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1137,2022,"Yes","0.076",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1181,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1196,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1287,2022,"Yes","0.022",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1463,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1521,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1584,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1703,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1780,2022,"Yes","0.2","0.2",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1857,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1872,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1977,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2001,2022,"Yes",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2000,2022,"Yes","0.173","0.173",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2187,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2235,2022,"Yes","0.14","0.03",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2337,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2393,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2539,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2566,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2797,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2976,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2995,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2994,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3093,2022,"Yes",NULL,"0.432",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3119,2022,"Yes","0.23",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3118,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3135,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5259,2022,"Yes","1.14",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3176,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3509,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3886,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4032,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4185,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4206,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4335,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4453,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4606,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4798,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4843,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4875,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4903,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2373,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5323,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5363,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5362,2022,"Yes","0.72",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5543,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5763,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5931,2022,"Yes",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5937,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6074,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6236,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6235,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6264,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6288,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2003,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6470,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6501,2022,"Yes","0.05","0.0",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6514,2022,"Yes",NULL,"0.306",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6513,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6593,2022,"Yes","0.06",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5320,2022,"Yes","0.0",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6611,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4512,2022,"Yes","0.32","0.32",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4329,2022,"Yes",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6411,2022,"Yes","0.22",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3499,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1571,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2471,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3346,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3430,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4189,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4227,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4576,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6508,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6609,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2808,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2245,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3622,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4596,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4737,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5000,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5547,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2112,2022,"Yes","0.5",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2538,2022,"Yes",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1475,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1507,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2012,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2913,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3098,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3992,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5982,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3164,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4281,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2263,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6076,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5473,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5655,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3076,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3796,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3218,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2438,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2602,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4093,2022,"Yes",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2669,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3188,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5381,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3984,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2413,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4273,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4502,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5190,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2540,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4629,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2253,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2761,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2864,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3167,2022,"Yes","0.6",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2597,2022,"Yes",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2525,2022,"Yes",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3296,2022,"Yes",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3071,2022,"Yes",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3168,2022,"Yes","4.4",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3861,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3976,2022,"Yes",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5768,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4479,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4681,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6522,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4550,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2764,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4722,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1989,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1987,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3306,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6115,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1796,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2340,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2449,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2628,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4107,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4643,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
